pmid,Title,node-A,normalized_node_A,edge,normalized_edge,node-B,normalized_node_B,Context,normalized_Context
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,lncRNA BLACAT3,BLACAT3,regulate the nuclear shuttling of,AFFECTS,YBX3,YBX3,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,lncRNA BLACAT3,BLACAT3,enhance,AUGMENTS,NCF2 transcription,NCF2 transcription,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,YBX3,YBX3,promote,STIMULATES,angiogenesis,angiogenesis,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,YBX3,YBX3,promote,STIMULATES,hematogenous metastasis,Hematogenous Metastasis,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,NCF2 transcription,NCF2 transcription,promote,STIMULATES,angiogenesis,angiogenesis,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
37612524.0,M6A-mediated-upregulation of lncRNA BLACAT3 promotes bladder cancer angiogenesis and hematogenous metastasis through YBX3 nuclear shuttling and enhancing NCF2 transcription.,NCF2 transcription,NCF2 transcription,promote,STIMULATES,hematogenous metastasis,Hematogenous Metastasis,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
,,,,,,,,,
34132367.0,METTL3-mediated m6A modification of Bcl-2 mRNA promotes non-small cell lung cancer progression.,METTL3,METTL3,mediate,AFFECTS,m6A,m6A,non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
34132367.0,METTL3-mediated m6A modification of Bcl-2 mRNA promotes non-small cell lung cancer progression.,m6A,m6A,is on,LOCATES,Bcl-2,BCL2,non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
34132367.0,METTL3-mediated m6A modification of Bcl-2 mRNA promotes non-small cell lung cancer progression.,Bcl-2,BCL2,promote,STIMULATES,progression,progression,non-small cell lung cancer,LUAD (Lung Adenocarcinoma) or LUSC(Lung Squamous Cell Carcinoma)
,,,,,,,,,
33676554.0,METTL3-mediated m6A mRNA modification of FBXW7 suppresses lung adenocarcinoma.,METTL3,METTL3,mediate,AFFECTS,m6A,m6A,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33676554.0,METTL3-mediated m6A mRNA modification of FBXW7 suppresses lung adenocarcinoma.,m6A,m6A,is on,LOCATES,FBXW7,FBXW7,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33676554.0,METTL3-mediated m6A mRNA modification of FBXW7 suppresses lung adenocarcinoma.,FBXW7,FBXW7,suppress,INHIBITS,lung adenocarcinoma,lung adenocarcinoma,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
,,,,,,,,,
32566583.0,ALKBH5 promotes the proliferation of renal cell carcinoma by regulating AURKB expression in an m6A-dependent manner.,ALKBH5,ALKBH5,promote,STIMULATES,proliferation,cell population proliferation,renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
32566583.0,ALKBH5 promotes the proliferation of renal cell carcinoma by regulating AURKB expression in an m6A-dependent manner.,ALKBH5,ALKBH5,regulate,AFFECTS,m6A,m6A,renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
32566583.0,ALKBH5 promotes the proliferation of renal cell carcinoma by regulating AURKB expression in an m6A-dependent manner.,m6A,m6A,regulate,AFFECTS,AURKB,AURKB,renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
32566583.0,ALKBH5 promotes the proliferation of renal cell carcinoma by regulating AURKB expression in an m6A-dependent manner.,AURKB,AURKB,promote,STIMULATES,proliferation,cell population proliferation,renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
33230473.0,YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner.,YTHDF1,YTHDF1,facilitate,AUGMENTS,progression,progression,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
33230473.0,YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner.,YTHDF1,YTHDF1,bind,INTERACTS_WITH,m6A,m6A,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
33230473.0,YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner.,m6A,m6A,promote,STIMULATES,FZD5,FZD5,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
33230473.0,YTHDF1 Facilitates the Progression of Hepatocellular Carcinoma by Promoting FZD5 mRNA Translation in an m6A-Dependent Manner.,FZD5,FZD5,facilitate,AUGMENTS,progression,progression,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
30648791.0,N6-methyladenosine demethylase FTO suppresses clear cell renal cell carcinoma through a novel FTO-PGC-1alpha signalling axis.,FTO,FTO,suppress,INHIBITS,clear cell renal cell carcinoma,Clear Cell Renal Cell Carcinoma Progression,clear cell renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
30648791.0,N6-methyladenosine demethylase FTO suppresses clear cell renal cell carcinoma through a novel FTO-PGC-1alpha signalling axis.,FTO,FTO,regulate,AFFECTS,FTO-PGC-1alpha signalling axis,FTO-PGC-1alpha signalling axis,clear cell renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
30648791.0,N6-methyladenosine demethylase FTO suppresses clear cell renal cell carcinoma through a novel FTO-PGC-1alpha signalling axis.,FTO-PGC-1alpha signalling axis,FTO-PGC-1alpha signalling axis,suppress,INHIBITS,clear cell renal cell carcinoma,Clear Cell Renal Cell Carcinoma Progression,clear cell renal cell carcinoma,KIRC(Kidney Renal Clear Cell Carcinoma)
,,,,,,,,,
33634966.0,FTO modifies the m6A level of MALAT and promotes bladder cancer progression.,FTO,FTO,modify,AFFECTS,m6A,m6A,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
33634966.0,FTO modifies the m6A level of MALAT and promotes bladder cancer progression.,m6A,m6A,is on,LOCATES,MALAT,MALAT,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
33634966.0,FTO modifies the m6A level of MALAT and promotes bladder cancer progression.,FTO,FTO,promote,STIMULATES,progression,progression,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
,,,,,,,,,
30659266.0,The m6A methyltransferase METTL3 promotes bladder cancer progression via AFF4/NF-kappaB/MYC signaling network.,METTL3,METTL3,promote,STIMULATES,progression,progression,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
30659266.0,The m6A methyltransferase METTL3 promotes bladder cancer progression via AFF4/NF-kappaB/MYC signaling network.,METTL3,METTL3,regulate,AFFECTS,AFF4/NF-kappaB/MYC signaling network,AFF4/NF-kappaB/MYC signaling network,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
30659266.0,The m6A methyltransferase METTL3 promotes bladder cancer progression via AFF4/NF-kappaB/MYC signaling network.,AFF4/NF-kappaB/MYC signaling network,AFF4/NF-kappaB/MYC signaling network,promote,STIMULATES,progression,progression,bladder cancer,BLCA(Bladder Urothelial Carcinoma)
,,,,,,,,,
32110044.0,FTO Facilitates Lung Adenocarcinoma Cell Progression by Activating Cell Migration Through mRNA Demethylation.,FTO,FTO,facilitate,AUGMENTS,cell progression,Cell Progression,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
32110044.0,FTO Facilitates Lung Adenocarcinoma Cell Progression by Activating Cell Migration Through mRNA Demethylation.,FTO,FTO,regulate,AFFECTS,mRNA demethylation,mRNA demethylation,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
32110044.0,FTO Facilitates Lung Adenocarcinoma Cell Progression by Activating Cell Migration Through mRNA Demethylation.,mRNA demethylation,mRNA demethylation,activate,STIMULATES,cell migration,cell migration,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
32110044.0,FTO Facilitates Lung Adenocarcinoma Cell Progression by Activating Cell Migration Through mRNA Demethylation.,cell migration,cell migration,facilitate,AUGMENTS,cell progression,Cell Progression,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
,,,,,,,,,
33980824.0,RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling.,YTHDF2,YTHDF2,facilitate,AUGMENTS,cell proliferation,cell population proliferation,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33980824.0,RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling.,YTHDF2,YTHDF2,facilitate,AUGMENTS,metastasis,Neoplasm Metastasis,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33980824.0,RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling.,YTHDF2,YTHDF2,target,INTERACTS_WITH,AXIN1/Wnt/beta-catenin signaling,AXIN1/Wnt/beta-catenin signaling pathway,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33980824.0,RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling.,AXIN1/Wnt/beta-catenin signaling,AXIN1/Wnt/beta-catenin signaling pathway,facilitate,AUGMENTS,cell proliferation,cell population proliferation,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
33980824.0,RNA m6A reader YTHDF2 facilitates lung adenocarcinoma cell proliferation and metastasis by targeting the AXIN1/Wnt/beta-catenin signaling.,AXIN1/Wnt/beta-catenin signaling,AXIN1/Wnt/beta-catenin signaling pathway,facilitate,AUGMENTS,metastasis,Neoplasm Metastasis,lung adenocarcinoma,LUAD(Lung Adenocarcinoma)
,,,,,,,,,
32772918.0,ALKBH5 suppresses malignancy of hepatocellular carcinoma via m6A-guided epigenetic inhibition of LYPD1.,ALKBH5,ALKBH5,suppress,INHIBITS,malignancy,cancer,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
32772918.0,ALKBH5 suppresses malignancy of hepatocellular carcinoma via m6A-guided epigenetic inhibition of LYPD1.,ALKBH5,ALKBH5,regulate,AFFECTS,m6A,m6A,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
32772918.0,ALKBH5 suppresses malignancy of hepatocellular carcinoma via m6A-guided epigenetic inhibition of LYPD1.,m6A,m6A,inhibit,INHIBITS,LYPD1,LYPD1,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
32772918.0,ALKBH5 suppresses malignancy of hepatocellular carcinoma via m6A-guided epigenetic inhibition of LYPD1.,LYPD1,LYPD1,suppress,INHIBITS,malignancy,cancer,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
31735169.0,YTHDF2 reduction fuels inflammation and vascular abnormalization in hepatocellular carcinoma.,dummy,dummy,reduct,INHIBITS,YTHDF2,YTHDF2,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31735169.0,YTHDF2 reduction fuels inflammation and vascular abnormalization in hepatocellular carcinoma.,YTHDF2,YTHDF2,fuel,STIMULATES,inflammation,inflammatory response,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31735169.0,YTHDF2 reduction fuels inflammation and vascular abnormalization in hepatocellular carcinoma.,YTHDF2,YTHDF2,fuel,STIMULATES,vascular abnormalization,vascular abnormalization,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
31632576.0,m6A demethylase FTO promotes hepatocellular carcinoma tumorigenesis via mediating PKM2 demethylation.,FTO,FTO,promote,STIMULATES,tumorigenesis,Carcinogenesis,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31632576.0,m6A demethylase FTO promotes hepatocellular carcinoma tumorigenesis via mediating PKM2 demethylation.,FTO,FTO,demethylate,CONVERTS_TO,PKM2,PKM,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
31632576.0,m6A demethylase FTO promotes hepatocellular carcinoma tumorigenesis via mediating PKM2 demethylation.,PKM2,PKM,promote,STIMULATES,tumorigenesis,Carcinogenesis,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
,,,,,,,,,
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,METTL14,METTL14,promote,STIMULATES,glomerular endothelial cell injury,glomerular endothelial cell injury,diabetic nephropathy,DIANPH
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,METTL14,METTL14,promote,STIMULATES,diabetic nephropathy,DIANPH,diabetic nephropathy,DIANPH
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,METTL14,METTL14,regulate,AFFECTS,m6A,m6A,diabetic nephropathy,DIANPH
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,m6A,m6A,is on,LOCATES,alpha-klotho,KL,diabetic nephropathy,DIANPH
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,alpha-klotho,KL,promote,STIMULATES,glomerular endothelial cell injury,glomerular endothelial cell injury,diabetic nephropathy,DIANPH
34503454.0,METTL14 promotes glomerular endothelial cell injury and diabetic nephropathy via m6A modification of alpha-klotho.,alpha-klotho,KL,promote,STIMULATES,diabetic nephropathy,DIANPH,diabetic nephropathy,DIANPH
,,,,,,,,,
34169564.0,ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B.,ALKBH5,ALKBH5,demethylate,CONVERTS_TO,m6A,m6A,T-cell acute lymphoblastic leukemia cell,T-cell acute lymphoblastic leukemia cell
34169564.0,ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B.,m6A,m6A,is on,LOCATES,USP1,USP1,T-cell acute lymphoblastic leukemia cell,T-cell acute lymphoblastic leukemia cell
34169564.0,ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B.,USP1,USP1,regulate,AFFECTS,glucocorticoid resistance,Glucocorticoid Receptor Deficiency,T-cell acute lymphoblastic leukemia cell,T-cell acute lymphoblastic leukemia cell
34169564.0,ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B.,USP1,USP1,regulate,AFFECTS,Aurora B,Aurora B,T-cell acute lymphoblastic leukemia cell,T-cell acute lymphoblastic leukemia cell
34169564.0,ALKBH5-mediated m6A-demethylation of USP1 regulated T-cell acute lymphoblastic leukemia cell glucocorticoid resistance by Aurora B.,Aurora B,Aurora B,regulate,AFFECTS,glucocorticoid resistance,Glucocorticoid Receptor Deficiency,T-cell acute lymphoblastic leukemia cell,T-cell acute lymphoblastic leukemia cell
,,,,,,,,,
34530048.0,METTL3 induces PLX4032 resistance in melanoma by promoting m6A-dependent EGFR translation.,METTL3,METTL3,induce the resistance of,PREVENTS,PLX4032,PLX4032,melanoma,SKCM(Skin Cutaneous Melanoma)
34530048.0,METTL3 induces PLX4032 resistance in melanoma by promoting m6A-dependent EGFR translation.,METTL3,METTL3,promote,STIMULATES,m6A,m6A,melanoma,SKCM(Skin Cutaneous Melanoma)
34530048.0,METTL3 induces PLX4032 resistance in melanoma by promoting m6A-dependent EGFR translation.,m6A,m6A,regulate,AFFECTS,EGRF,EGRF,melanoma,SKCM(Skin Cutaneous Melanoma)
34530048.0,METTL3 induces PLX4032 resistance in melanoma by promoting m6A-dependent EGFR translation.,EGRF,EGRF,induce the resistance of,PREVENTS,PLX4032,PLX4032,melanoma,SKCM(Skin Cutaneous Melanoma)
,,,,,,,,,
32633395.0,METTL14 regulates M6A methylation-modified primary miR-19a to promote cardiovascular endothelial cell proliferation and invasion.,METTL14,METTL14,regulate,AFFECTS,M6A,m6A,cardiovascular endothelial cell,cardiovascular endothelial cell
32633395.0,METTL14 regulates M6A methylation-modified primary miR-19a to promote cardiovascular endothelial cell proliferation and invasion.,M6A,m6A,regulate,AFFECTS,miR-19a,MIR19A,cardiovascular endothelial cell,cardiovascular endothelial cell
32633395.0,METTL14 regulates M6A methylation-modified primary miR-19a to promote cardiovascular endothelial cell proliferation and invasion., miR-19a,MIR19A,promote,STIMULATES,proliferation,cell population proliferation,cardiovascular endothelial cell,cardiovascular endothelial cell
32633395.0,METTL14 regulates M6A methylation-modified primary miR-19a to promote cardiovascular endothelial cell proliferation and invasion., miR-19a,MIR19A,promote,STIMULATES,invasion,Neoplasm Invasiveness,cardiovascular endothelial cell,cardiovascular endothelial cell
,,,,,,,,,
34088349.0,YTHDF1 promotes hepatocellular carcinoma progression via activating PI3K/AKT/mTOR signaling pathway and inducing epithelial-mesenchymal transition.,YTHDF1,YTHDF1,promote,STIMULATES,progression,progression,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
34088349.0,YTHDF1 promotes hepatocellular carcinoma progression via activating PI3K/AKT/mTOR signaling pathway and inducing epithelial-mesenchymal transition.,YTHDF1,YTHDF1,activate,STIMULATES,PI3K/AKT/mTOR signaling pathway,PI3K/AKT/mTOR pathway,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
34088349.0,YTHDF1 promotes hepatocellular carcinoma progression via activating PI3K/AKT/mTOR signaling pathway and inducing epithelial-mesenchymal transition.,YTHDF1,YTHDF1,induce,CAUSES,epithelial-mesenchymal transition.,epithelial-mesenchymal transition.,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
34088349.0,YTHDF1 promotes hepatocellular carcinoma progression via activating PI3K/AKT/mTOR signaling pathway and inducing epithelial-mesenchymal transition.,PI3K/AKT/mTOR signaling pathway,PI3K/AKT/mTOR pathway,promote,STIMULATES,progression,progression,hepatocellular carcinoma,LIHC(Liver Hepatocellular Carcinoma)
