"","pmid","title"
"2682","37379372","Erratum for the Research Article ""Aberrant activation of m6A demethylase FTO renders HIF2alphalow/- clear cell renal cell carcinoma sensitive to BRD9 inhibitors"" by C. Zhang et al."
"2687","37379961","METTL3 Boosts Mitochondrial Fission and Induces Cardiac Fibrosis by Enhancing LncRNA GAS5 Methylation."
"2693","37385994","High glucose induces tau hyperphosphorylation in hippocampal neurons via inhibition of ALKBH5-mediated Dgkh m6A demethylation: a potential mechanism for diabetic cognitive dysfunction."
"2699","37386028","The mRNA methyltransferase Mettl3 modulates cytokine mRNA stability and limits functional responses in mast cells."
"2702","37389889","Prmt5 deficient mouse B cells display RNA processing complexity and slower colorectal tumor progression."
"2706","37391589","VIRMA facilitates intrahepatic cholangiocarcinoma progression through epigenetic augmentation of TMED2 and PARD3B mRNA stabilization."
"2712","37392859","LINC00426, a novel m6A-regulated long non-coding RNA, induces EMT in cervical cancer by binding to ZEB1."
"2716","37393819","Altered m6A modification is involved YAP-mediated apoptosis response in 4-vinylcyclohexene diepoxide induced ovotoxicity."
"2720","37396548","Decreased expression of m6A demethylase ALKBH5 in decidua contributes to preeclampsia via m6A-CORIN-HuR pathway."
"2725","37408034","FTO-dependent m6A regulates muscle fiber remodeling in an NFATC1-YTHDF2 dependent manner."
"2731","37414203","m6A-mediated upregulation of miRNA-193a aggravates cardiomyocyte apoptosis and inflammatory response in sepsis-induced cardiomyopathy via the METTL3/ miRNA-193a/BCL2L2 pathway."
"2739","37416772","FABP5 suppresses colorectal cancer progression via mTOR-mediated autophagy by decreasing FASN expression."
"2745","37417881","UVB promotes melanogenesis by regulating METTL3."
"2748","37418592","METTL14 and FTO mediated m6A modification regulate PCV2 replication by affecting miR-30a-5p maturity."
"2753","37420030","Methyltransferase like 3 inhibition limits intrahepatic cholangiocarcinoma metabolic reprogramming and potentiates the efficacy of chemotherapy."
"2757","37421841","ALKB homolog 5 (ALKBH5)-induced circPUM1 upregulation facilitated the progression of neuroblastoma via miR-423-5p/PA2G4 axis."
"2762","37422970","METTL3-mediated m6A methylation of PYGB facilitates pancreatic ductal adenocarcinoma progression through the activation of NF-kappaB signaling."
"2768","37426524","RNA m6A-Regulated circ-ZNF609 Suppression Ameliorates Doxorubicin-Induced Cardiotoxicity by Upregulating FTO."
"2774","37428236","METTL14 promotes the development of diabetic kidney disease by regulating m6A modification of TUG1."
"2779","37428639","WTAP activates MAPK signaling through m6A methylation in VEGFA mRNA-mediated by YTHDC1 to promote colorectal cancer development."
"2785","37432876","SNORD90 induces glutamatergic signaling following treatment with monoaminergic antidepressants."
"2787","37434495","The m6 A modification of Il17a in CD4+ T cells promotes inflammation in psoriasis."
"2790","37277716","Increased METTL3 expression and m6A RNA methylation may contribute to the development of dry eye in primary Sjogren's syndrome."
"2793","37279381","H19 recruited m6A reader YTHDF1 to promote SCARB1 translation and facilitate angiogenesis in gastric cancer."
"2799","37280654","EIF4A3-induced Circ_0001187 facilitates AML suppression through promoting ubiquitin-proteasomal degradation of METTL3 and decreasing m6A modification level mediated by miR-499a-5p/RNF113A pathway."
"2808","37293163","Linc00662 m6A promotes the progression and metastasis of pancreatic cancer by activating focal adhesion through the GTF2B-ITGA1-FAK pathway."
"2814","37295326","Site-specific Atg13 methylation-mediated autophagy regulates epithelial inflammation in PM2.5-induced pulmonary fibrosis."
"2819","37300304","Astragaloside IV alleviates neuronal ferroptosis in ischemic stroke by regulating fat mass and obesity-associated-N6-methyladenosine-acyl-CoA synthetase long-chain family member 4 axis."
"2823","37301390","As3MT via consuming SAM is involved in arsenic-induced nonalcoholic fatty liver disease by blocking m6A-mediated miR-142-5p maturation."
"2829","37304234","LncRNA CACNA1G-AS1 up-regulates FTH1 to inhibit ferroptosis and promote malignant phenotypes in ovarian cancer cells."
"2832","37306026","FTO promotes the progression of cervical cancer by regulating the N6-methyladenosine modification of ZEB1 and Myc."
"2839","37308993","HNRNPA2B1-mediated m6A modification of lncRNA MEG3 facilitates tumorigenesis and metastasis of non-small cell lung cancer by regulating miR-21-5p/PTEN axis."
"2847","37309980","METTL14 is decreased and regulates m6 A modification of alpha-synuclein in Parkinson's disease."
"2851","37310554","Oxidative Stress Induced by Arsenite is Involved in YTHDF2 Phase Separation."
"2853","37311754","Downregulation of N6-methyladenosine-modified LINC00641 promotes EMT, but provides a ferroptotic vulnerability in lung cancer."
"2857","37313656","PD1hi CD200hi CD4+ exhausted T cell increase immunotherapy resistance and tumour progression by promoting epithelial-mesenchymal transition in bladder cancer."
"2863","37314930","METTL14 regulates chromatin bivalent domains in mouse embryonic stem cells."
"2865","37315764","Ythdf2 regulates cardiac remodeling through its mRNA target transcripts."
"2868","37320907","Mechanistic exploration on neurodevelopmental toxicity induced by upregulation of alkbh5 targeted by triclosan exposure to larval zebrafish."
"2873","37321527","FTO alleviates cerebral ischemia/reperfusion-induced neuroinflammation by decreasing cGAS mRNA stability in an m6A-dependent manner."
"2879","37326469","N6-methyladenosine modification of FZR1 mRNA promotes gemcitabine resistance in pancreatic cancer."
"2882","37327357","METTL14-mediated m6A modification of TNFAIP3 involved in inflammation in patients with active rheumatoid arthritis."
"2886","37329536","Expression of RNA-m6A-related genes correlates with the HIV latent reservoir level and the CD4+ and CD8+T cell profiles of patients with AIDS."
"2890","37330168","Serum exosomal m6A demethylase FTO promotes gefitinib resistance in non-small cell lung cancer by up-regulating FLRT3, PTGIS and SIRPalpha expression."
"2898","37332938","M6A modification promotes blood-brain barrier breakdown during cerebral ischemia/reperfusion injury through increasing matrix metalloproteinase 3 expression."
"2902","37334368","Abrine, an IDO1 inhibitor, suppresses the immune escape and enhances the immunotherapy of anti-PD-1 antibody in hepatocellular carcinoma."
"2907","37334762","RBM15 m6 A modification-mediated OTUB2 upregulation promotes cervical cancer progression via the AKT/mTOR signaling."
"2913","37335109","Mettl3-mediated m6A modification plays a role in lipid metabolism disorders and progressive liver damage in mice by regulating lipid metabolism-related gene expression."
"2920","37336334","Qinzhu Liangxue inhibits IL-6-induced hyperproliferation and inflammation in HaCaT cells by regulating METTL14/SOCS3/STAT3 axis."
"2926","37337726","m6A-mediated upregulation of lncRNA RMRP boosts the progression of bladder cancer via epigenetically suppressing SCARA5."
"2931","37340443","METTL16 promotes glycolytic metabolism reprogramming and colorectal cancer progression."
"2934","37343655","Fufang Zhenzhu Tiaozhi (FTZ) capsule ameliorates diabetes-accelerated atherosclerosis via suppressing YTHDF2-mediated m6A modification of SIRT3 mRNA."
"2940","37344779","METTL3 regulates N6-methyladenosine modification of ANGPTL3 mRNA and potentiates malignant progression of stomach adenocarcinoma."
"2945","37348798","N6-methyladenosine profiling reveals that Xuefu Zhuyu decoction upregulates METTL14 and BDNF in a rat model of traumatic brain injury."
"2948","37353784","m6A methylation reader IGF2BP2 activates endothelial cells to promote angiogenesis and metastasis of lung adenocarcinoma."
"2953","37353804","METTL3-mediated m6A modification of SIRT1 mRNA inhibits progression of endometriosis by cellular senescence enhancing."
"2959","37354721","Sperm Rhoa m6A modification mediates intergenerational transmission of paternally acquired hippocampal neuronal senescence and cognitive deficits after combined exposure to environmental cadmium and high-fat diet in mice."
"2965","37355987","A cancer-associated METTL14 mutation induces aberrant m6A modification, affecting tumor growth."
"2968","37355989","METTL3-mediated m6A methylation orchestrates mRNA stability and dsRNA contents to equilibrate gammadelta T1 and gammadelta T17 cells."
"2978","37356601","METTL3-mediated m6A RNA modification promotes corneal neovascularization by upregulating the canonical Wnt pathway during HSV-1 infection."
"2983","37357252","YTHDF2 negatively correlates with tumor immune infiltration in small cell lung cancer."
"2985","37357526","METTL16 promotes osteosarcoma progression by downregulating VPS33B in an m6 A-dependent manner."
"2990","37357537","Intron retention decreases METTL3 expression by inhibiting mRNA export to the cytoplasm."
"2993","37195267","METTL14 represses osteoclast formation to ameliorate osteoporosis via enhancing GPX4 mRNA stability."
"2997","37196908","METTL3 promotes pancreatic cancer proliferation and stemness by increasing stability of ID2 mRNA in a m6A-dependent manner."
"3004","37198207","The cancer-testis lncRNA LINC01977 promotes HCC progression by interacting with RBM39 to prevent Notch2 ubiquitination."
"3009","37199660","FTO represses NLRP3-mediated pyroptosis and alleviates myocardial ischemia-reperfusion injury via inhibiting CBL-mediated ubiquitination and degradation of beta-catenin."
"3018","37202791","Epigenetically silenced lncRNA SNAI3-AS1 promotes ferroptosis in glioma via perturbing the m6A-dependent recognition of Nrf2 mRNA mediated by SND1."
"3025","37203239","RNA demethylase ALKBH5 promotes colorectal cancer progression by posttranscriptional activation of RAB5A in an m6A-YTHDF2-dependent manner."
"3031","37208565","CSNK1D-mediated phosphorylation of HNRNPA2B1 induces miR-25-3p/miR-93-5p maturation to promote prostate cancer cell proliferation and migration through m6A-dependent manner."
"3037","37215454","METTL14 Facilitates the Metastasis of Pancreatic Carcinoma by Stabilizing LINC00941 in an m6A-IGF2BP2-Dependent Manner."
"3043","37222774","m6A methyltransferase METTL3 facilitates multiple myeloma cell growth through the m6A modification of BZW2."
"3047","37224383","Activation of METTL3 promotes white adipose tissue beiging and combats obesity."
"3051","37224767","RNA demethylase ALKBH5 suppresses tumorigenesis via inhibiting proliferation and invasion and promoting CD8+ T cell infiltration in colorectal cancer."
"3059","37229595","FTO Promotes the Stemness of Gastric Cancer Cells."
"3061","37231451","METTL3 and STAT3 form a positive feedback loop to promote cell metastasis in hepatocellular carcinoma."
"3066","37236586","METTL3-mediated m6A mRNA modification was involved in cadmium-induced liver injury."
"3070","37243702","METTL3-mediated m6A modification of lnc KCNQ1OT1 promotes doxorubicin resistance in breast cancer by regulating miR-103a-3p/MDR1 axis."
"3076","37244037","ALKBH5-YTHDF2 m6A modification axis inhibits rheumatoid arthritis progression by suppressing NLRP3."
"3080","37244946","NCBP1 enhanced proliferation of DLBCL cells via METTL3-mediated m6A modification of c-Myc."
"3086","37245538","METTL3 achieves lipopolysaccharide-induced myocardial injury via m6A-dependent stabilization of Myh3 mRNA."
"3091","37249328","METTL3-mediated ANXA2 inhibition confers neuroprotection in ischemic stroke: Evidence from in vivo and in vitro studies."
"3094","37256823","N6-methyladenosine modification of CENPF mRNA facilitates gastric cancer metastasis via regulating FAK nuclear export."
"3100","37257451","RBM33 is a unique m6A RNA-binding protein that regulates ALKBH5 demethylase activity and substrate selectivity."
"3104","37257765","IGF2BP3/HIF1A/YAP signaling plays a role in driving acute-on-chronic liver failure through activating hepatocyte reprogramming."
"3107","37257820","m6A-enriched lncRNA LINC00839 promotes tumor progression by enhancing TAF15-mediated transcription of amine oxidase AOC1 in nasopharyngeal carcinoma."
"3112","37258572","The YTHDC1/GLUT3/RNF183 axis forms a positive feedback loop that modulates glucose metabolism and bladder cancer progression."
"3116","37264021","RPS15 interacted with IGF2BP1 to promote esophageal squamous cell carcinoma development via recognizing m6A modification."
"3120","37268280","TROP2 translation mediated by dual m6A/m7G RNA modifications promotes bladder cancer development."
